rally,ball_round,time,frame_num,end_frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
1,1,00:09:06,13671,13689,1,0,B,1,發短球,,1.0,2.0,,,,2.0,7,706,429,,,,,8,622,317,8,719,531,0
1,2,00:09:07,13689,13708,1,0,A,2,放小球,,,2.0,7.0,706.0,429.0,2.0,7,593,361,,,,,7,689,468,8,617,315,0
1,3,00:09:08,13708,13728,1,0,B,2,放小球,,,2.0,7.0,593.0,361.0,2.0,1,500,417,,,,,8,606,336,8,668,487,0
1,4,00:09:09,13728,13749,1,0,A,2,放小球,,1.0,2.0,1.0,500.0,417.0,2.0,1,512,380,,,,,7,556,440,8,612,325,0
1,5,00:09:09,13749,13788,1,0,B,2,挑球,,,2.0,1.0,512.0,380.0,1.0,3,470,648,,,,,7,534,364,7,571,455,0
1,6,00:09:11,13788,13818,1,0,A,2,切球,,,1.0,3.0,470.0,648.0,2.0,5,489,312,,,,,9,498,634,8,588,305,0
1,7,00:09:12,13818,13823,1,0,B,2,放小球,,,2.0,5.0,489.0,312.0,2.0,1,486,447,,,,,8,540,307,9,532,617,0
1,8,00:09:12,13823,13844,1,0,A,2,放小球,,1.0,2.0,1.0,486.0,447.0,2.0,2,772,357,,,,,7,514,470,8,595,307,0
1,9,00:09:13,13844,13875,1,0,B,2,挑球,,1.0,2.0,2.0,772.0,357.0,1.0,3,468,643,,,,,7,713,348,8,633,487,0
1,10,00:09:15,13875,13914,1,0,A,2,切球,,,1.0,3.0,468.0,643.0,2.0,5,503,298,,,,,8,548,597,8,601,297,0
1,11,00:09:16,13914,13911,1,0,B,2,放小球,,,2.0,5.0,503.0,298.0,2.0,1,440,472,,,,,8,549,291,9,526,619,0
1,12,00:09:16,13911,13931,1,0,A,2,放小球,,1.0,2.0,1.0,440.0,472.0,2.0,7,622,359,,,,,5,481,505,8,604,306,0
1,13,00:09:17,13931,13949,1,0,B,2,放小球,,1.0,2.0,7.0,622.0,359.0,2.0,1,498,430,,,,,7,591,350,8,581,507,0
1,14,00:09:17,13949,13974,1,0,A,2,挑球,,1.0,2.0,1.0,498.0,430.0,1.0,9,734,259,,,,,7,553,450,8,601,330,0
1,15,00:09:18,13974,13986,1,0,B,2,殺球,1.0,,1.0,9.0,734.0,259.0,2.0,8,516,542,,,,,8,636,275,8,672,523,0
1,16,00:09:19,13986,14010,1,0,A,2,擋小球,,1.0,2.0,8.0,516.0,542.0,2.0,7,574,346,,,,,8,696,564,8,646,273,0
